id;industry_id;industry_group_id;main;created_by;created_date
1;1;1;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
2;1;2;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
3;2;3;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
4;2;4;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
5;2;5;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
6;2;6;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
7;3;7;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
8;3;8;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
9;4;9;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
10;5;10;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
11;5;11;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
12;6;12;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
13;7;13;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
14;8;11;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
15;8;10;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
16;8;14;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
17;9;4;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
18;10;4;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
19;10;15;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
20;11;1;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
21;12;9;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
22;12;15;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
23;12;5;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
24;13;10;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
25;13;14;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
26;14;13;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
27;15;2;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
28;15;4;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
29;16;1;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
30;17;4;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
31;18;16;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
32;18;8;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
33;19;13;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
34;19;15;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
35;20;1;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
36;20;13;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
37;20;2;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
38;21;5;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
39;22;14;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
40;22;10;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
41;23;5;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
42;24;5;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
43;25;5;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
44;26;13;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
45;27;12;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
46;27;4;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
47;28;12;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
48;28;4;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
49;29;8;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
50;29;16;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
51;30;12;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
52;31;17;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
53;32;5;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
54;32;15;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
55;33;11;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
56;33;10;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
57;34;18;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
58;34;19;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
59;35;18;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
60;35;19;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
61;35;8;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
62;36;4;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
63;36;12;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
64;37;14;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
65;37;10;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
66;38;16;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
67;38;8;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
68;39;14;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
69;39;2;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
70;39;16;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
71;40;15;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
72;41;2;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
73;41;16;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
74;42;17;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
75;43;1;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
76;44;11;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
77;44;10;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
78;44;14;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
79;45;17;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
80;46;14;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
81;46;16;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
82;47;12;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
83;47;4;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
84;47;16;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
85;48;8;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
86;49;12;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
87;49;4;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
88;50;14;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
89;51;4;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
90;51;13;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
91;52;15;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
92;53;15;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
93;54;11;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
94;54;10;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
95;55;9;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
96;55;14;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
97;56;18;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
98;56;19;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
99;57;9;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
100;58;14;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
101;58;16;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
102;58;6;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
103;59;2;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
104;60;12;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
105;60;2;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
106;60;6;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
107;61;16;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
108;61;8;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
109;62;4;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
110;62;13;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
111;63;16;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
112;63;10;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
113;64;5;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
114;65;1;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
115;66;15;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
116;67;8;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
117;67;15;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
118;67;6;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
119;68;5;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
120;69;1;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
121;70;1;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
122;71;15;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
123;71;7;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
124;72;15;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
125;72;7;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
126;73;7;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
127;74;7;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
128;75;15;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
129;75;7;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
130;76;14;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
131;76;16;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
132;76;6;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
133;77;16;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
134;77;10;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
135;77;14;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
136;78;3;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
137;78;2;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
138;78;6;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
139;79;12;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
140;80;4;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
141;81;2;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
142;82;3;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
143;82;6;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
144;83;2;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
145;84;2;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
146;84;10;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
147;85;4;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
148;85;13;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
149;85;15;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
150;86;10;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
151;86;14;false;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
152;87;9;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
153;88;9;true;johnsmithusa22@gmail.com;2015-09-01 18:11:01.792
